energy;danceability;mode;speechiness;tempo;acousticness;instrumentalness;valence;cluster_kmeans_
1.4922059291741256;-1.9361687160970456;0.6682522789801745;0.1611298595452321;-0.5402745560960739;-0.9805925147753214;1.576060842592766;-1.2128248925055023;7
-1.550190799168944;-1.4450416727206357;0.6682522789801745;-0.44287342411771874;-0.038325636773332304;1.7191986826898378;1.1514167133421584;-0.9301156923887287;12
1.476840289131989;-2.1817322377852504;0.6682522789801745;1.1937541979649307;-1.3287331268685219;-0.8267658303085506;2.4127670528198886;-1.8246076015582007;7
0.7738622572042344;0.9287390369320127;0.6682522789801745;1.5543531732860958;-1.062309296134583;-0.8206232229127595;-0.5660328760714097;0.8716842763555087;13
1.4038534989318394;-1.6960621615574674;0.6682522789801745;0.017709812542496126;2.1226858605289367;-0.9772597115054337;-0.5660268052331175;0.9056093803695215;10
-0.9201995574413389;-0.817490450628556;-1.4964408374725016;-0.4904069254100541;1.751343925501544;-0.7767474557999655;-0.5636989061165657;-0.4212391321785363;19
1.2463556884999385;-0.2608798014686248;0.6682522789801745;-0.2609348502056766;-1.1587408954274105;-0.980519095991686;-0.5653471544404718;0.9546123083897623;20
-1.8190894999063367;-0.2172240642796105;0.6682522789801745;-0.4338584497346897;-1.3167078475819205;-0.6588678948235925;0.4845681548152785;-1.6813682734990354;2
1.2233072284367335;0.4376119935556028;-1.4964408374725016;-0.1757023651297649;0.9695041733010121;-0.9602359138656696;-0.5620380757443856;0.6869809322792164;19
1.111906338131242;1.6927144377397616;0.6682522789801745;0.16932529080253128;-0.6159322396730834;-0.8147731206310536;-0.5660328760714097;0.9583817643913194;3
-0.15575896534503691;1.419866080308423;-1.4964408374725016;-0.46336200226096674;-0.6653440139624426;-0.5272405934852107;-0.5658265304797147;0.9508428523882053;6
1.3462323487738268;-1.5978367528821853;0.6682522789801745;0.8495460851583647;0.39881128683034234;-0.31078680906209405;0.08508812211285505;-0.9527324283980706;10
-1.8920762901064863;-0.9921133993846131;0.6682522789801745;-0.4576252003808573;0.6025529397025152;1.7396740406758082;2.13281647872134;-1.7484645903267495;12
0.8775803274886569;-1.4996113442069032;0.6682522789801745;-0.3953399228253834;0.314110068966952;-0.9535960477759333;-0.5648753276301933;-0.5494006362314736;10
0.8775803274886569;-1.4996113442069032;0.6682522789801745;-0.3953399228253834;0.314110068966952;-0.9535960477759333;-0.5648753276301933;-0.5494006362314736;10
0.8775803274886569;-1.4996113442069032;0.6682522789801745;-0.3953399228253834;0.314110068966952;-0.9535960477759333;-0.5648753276301933;-0.5494006362314736;10
